Date,Time,Visitor,G,Home,G,,Att.,LOG
2024-04-06,10:00 PM,Vancouver Canucks,3,Los Angeles Kings,6,,18190,2:26
2024-04-06,4:00 PM,Winnipeg Jets,4,Minnesota Wild,2,,18989,2:21
2024-04-06,7:00 PM,Toronto Maple Leafs,4,Montreal Canadiens,2,,21105,2:28
2024-04-06,7:30 PM,Nashville Predators,0,New York Islanders,2,,17255,2:18
2024-04-06,7:00 PM,New Jersey Devils,4,Ottawa Senators,3,,19146,2:30
2024-04-06,1:00 PM,Tampa Bay Lightning,4,Pittsburgh Penguins,5,,18383,2:36
2024-04-06,6:00 PM,St. Louis Blues,2,San Jose Sharks,3,OT,15603,2:33
2024-04-07,8:00 PM,St. Louis Blues,6,Anaheim Ducks,5,SO,16421,2:39
2024-04-07,5:00 PM,Columbus Blue Jackets,0,Carolina Hurricanes,3,,18837,2:21
2024-04-07,3:30 PM,Minnesota Wild,4,Chicago Blackhawks,0,,19636,2:22
2024-04-07,10:00 PM,Dallas Stars,7,Colorado Avalanche,4,,18116,2:29
2024-04-07,1:00 PM,Buffalo Sabres,1,Detroit Red Wings,3,,19515,2:32
2024-04-07,7:00 PM,Nashville Predators,3,New Jersey Devils,2,SO,15409,2:48
2024-04-07,7:00 PM,Montreal Canadiens,2,New York Rangers,5,,17854,2:29
2024-04-07,6:00 PM,Arizona Coyotes,5,San Jose Sharks,2,,11938,2:26
2024-04-07,6:00 PM,Ottawa Senators,3,Washington Capitals,2,OT,17902,2:31
2024-04-08,7:00 PM,Pittsburgh Penguins,2,Toronto Maple Leafs,3,OT,18441,2:30
2024-04-08,10:00 PM,Vegas Golden Knights,3,Vancouver Canucks,4,,18899,2:28
2024-04-09,10:00 PM,Los Angeles Kings,1,Anaheim Ducks,3,,17174,2:24
2024-04-09,7:00 PM,Carolina Hurricanes,4,Boston Bruins,1,,17850,2:31
2024-04-09,9:30 PM,Minnesota Wild,2,Colorado Avalanche,5,,18097,2:34
2024-04-09,8:00 PM,Buffalo Sabres,2,Dallas Stars,3,,18532,2:40
2024-04-09,7:00 PM,Washington Capitals,2,Detroit Red Wings,1,,19515,2:25
2024-04-09,7:00 PM,Ottawa Senators,0,Florida Panthers,2,,17872,2:23
2024-04-09,7:00 PM,Philadelphia Flyers,3,Montreal Canadiens,9,,21105,2:34
2024-04-09,7:00 PM,Toronto Maple Leafs,5,New Jersey Devils,2,,16018,2:24
2024-04-09,8:00 PM,Winnipeg Jets,4,Nashville Predators,3,OT,17262,2:28
2024-04-09,7:00 PM,New York Rangers,2,New York Islanders,4,,17255,2:38
2024-04-09,10:00 PM,Arizona Coyotes,0,Seattle Kraken,5,,17151,2:26
2024-04-09,10:30 PM,Calgary Flames,3,San Jose Sharks,2,OT,11031,2:30
2024-04-09,7:00 PM,Columbus Blue Jackets,2,Tampa Bay Lightning,5,,19092,2:32
2024-04-10,8:30 PM,Vegas Golden Knights,1,Edmonton Oilers,5,,18347,2:23
2024-04-10,8:00 PM,Chicago Blackhawks,2,St. Louis Blues,5,,18096,2:16
2024-04-10,10:30 PM,Arizona Coyotes,4,Vancouver Canucks,3,OT,18856,2:39
2024-04-11,7:00 PM,Washington Capitals,2,Buffalo Sabres,4,,15454,2:17
2024-04-11,8:00 PM,Winnipeg Jets,3,Dallas Stars,0,,18532,2:17
2024-04-11,7:00 PM,Columbus Blue Jackets,0,Florida Panthers,4,,18451,2:17
2024-04-11,10:30 PM,Calgary Flames,1,Los Angeles Kings,4,,17340,2:24
2024-04-11,7:30 PM,Montreal Canadiens,2,New York Islanders,3,OT,17255,2:26
2024-04-11,7:00 PM,Philadelphia Flyers,4,New York Rangers,1,,18006,2:26
2024-04-11,7:00 PM,Detroit Red Wings,5,Pittsburgh Penguins,6,OT,18294,2:37
2024-04-11,10:00 PM,San Jose Sharks,3,Seattle Kraken,1,,17151,2:25
2024-04-11,7:00 PM,Ottawa Senators,3,Tampa Bay Lightning,2,SO,19092,2:48
2024-04-11,7:00 PM,New Jersey Devils,6,Toronto Maple Leafs,5,,18618,2:32
2024-04-12,10:00 PM,Calgary Flames,6,Anaheim Ducks,3,,17174,2:30
2024-04-12,8:30 PM,Nashville Predators,5,Chicago Blackhawks,1,,19449,2:24
2024-04-12,9:00 PM,Arizona Coyotes,3,Edmonton Oilers,2,OT,18347,2:27
2024-04-12,8:00 PM,Carolina Hurricanes,5,St. Louis Blues,2,,18096,2:23
2024-04-12,10:00 PM,Minnesota Wild,2,Vegas Golden Knights,7,,18415,2:20
2024-04-13,4:00 PM,Winnipeg Jets,7,Colorado Avalanche,0,,18121,2:22
2024-04-13,3:00 PM,Seattle Kraken,1,Dallas Stars,3,,18532,2:23
2024-04-13,10:00 PM,Vancouver Canucks,3,Edmonton Oilers,1,,18347,2:26
2024-04-13,5:00 PM,Buffalo Sabres,2,Florida Panthers,3,OT,19319,2:29
2024-04-13,10:30 PM,Anaheim Ducks,1,Los Angeles Kings,3,,18133,2:15
2024-04-13,8:00 PM,Columbus Blue Jackets,4,Nashville Predators,6,,17282,2:31
2024-04-13,12:30 PM,New York Islanders,2,New York Rangers,3,SO,18006,2:49
2024-04-13,7:00 PM,Montreal Canadiens,4,Ottawa Senators,5,SO,19337,2:39
2024-04-13,5:00 PM,New Jersey Devils,0,Philadelphia Flyers,1,,19649,2:19
2024-04-13,8:00 PM,Boston Bruins,6,Pittsburgh Penguins,4,,18393,2:31
2024-04-13,10:30 PM,Minnesota Wild,6,San Jose Sharks,2,,17435,2:30
2024-04-13,7:00 PM,Detroit Red Wings,5,Toronto Maple Leafs,4,OT,19123,2:38
2024-04-13,5:30 PM,Tampa Bay Lightning,2,Washington Capitals,4,,18573,2:41
2024-04-14,8:00 PM,Arizona Coyotes,5,Calgary Flames,6,,17247,2:34
2024-04-14,6:00 PM,Carolina Hurricanes,4,Chicago Blackhawks,2,,18742,2:24
2024-04-14,1:00 PM,Seattle Kraken,1,St. Louis Blues,4,,18096,2:19
2024-04-14,3:30 PM,Colorado Avalanche,3,Vegas Golden Knights,4,OT,18239,2:37
2024-04-15,7:00 PM,Montreal Canadiens,4,Detroit Red Wings,5,OT,19515,2:34
2024-04-15,9:30 PM,San Jose Sharks,2,Edmonton Oilers,9,,18347,2:21
2024-04-15,9:30 PM,Minnesota Wild,3,Los Angeles Kings,1,,17654,2:21
2024-04-15,7:00 PM,New York Islanders,4,New Jersey Devils,1,,16514,2:22
2024-04-15,7:30 PM,Ottawa Senators,0,New York Rangers,4,,18006,2:23
2024-04-15,7:00 PM,Nashville Predators,2,Pittsburgh Penguins,4,,18198,2:32
2024-04-15,7:00 PM,Buffalo Sabres,4,Tampa Bay Lightning,2,,19092,2:28
2024-04-15,7:00 PM,Boston Bruins,0,Washington Capitals,2,,18573,2:28
2024-04-16,7:00 PM,Ottawa Senators,3,Boston Bruins,1,,17850,2:23
2024-04-16,7:00 PM,Carolina Hurricanes,3,Columbus Blue Jackets,6,,17289,2:19
2024-04-16,7:30 PM,Toronto Maple Leafs,2,Florida Panthers,5,,18317,2:39
2024-04-16,7:00 PM,Detroit Red Wings,5,Montreal Canadiens,4,SO,21105,2:40
2024-04-16,7:00 PM,Washington Capitals,2,Philadelphia Flyers,1,,19411,2:34
2024-04-16,10:00 PM,Calgary Flames,1,Vancouver Canucks,4,,18918,2:30
2024-04-16,10:00 PM,Chicago Blackhawks,1,Vegas Golden Knights,3,,18222,2:25
2024-04-16,8:00 PM,Seattle Kraken,3,Winnipeg Jets,4,,15225,2:12
2024-04-17,10:00 PM,Edmonton Oilers,2,Arizona Coyotes,5,,4600,2:29
2024-04-17,9:30 PM,St. Louis Blues,1,Dallas Stars,2,SO,18532,2:29
2024-04-17,7:00 PM,Pittsburgh Penguins,4,New York Islanders,5,,17255,2:40
2024-04-17,7:00 PM,Toronto Maple Leafs,4,Tampa Bay Lightning,6,,19092,2:26
2024-04-18,9:00 PM,San Jose Sharks,1,Calgary Flames,5,,17946,2:19
2024-04-18,9:30 PM,Edmonton Oilers,1,Colorado Avalanche,5,,18129,2:24
2024-04-18,10:30 PM,Chicago Blackhawks,4,Los Angeles Kings,5,OT,18145,2:20
2024-04-18,7:00 PM,Seattle Kraken,4,Minnesota Wild,3,,19138,2:26
2024-04-18,10:00 PM,Anaheim Ducks,4,Vegas Golden Knights,1,,18109,2:19
2024-04-18,8:00 PM,Vancouver Canucks,2,Winnipeg Jets,4,,15225,2:19
